0	1	2.0
0	2	3.5
0	3	3.0
0	4	3.0
0	5	2.5
0	6	3.5
0	7	3.5
0	9	3.0
0	10	3.5
0	11	3.5
0	12	2.5
0	13	3.0
0	14	2.5
0	15	3.0
0	16	2.5
0	17	2.5
0	18	2.5
0	19	2.5
0	20	3.0
0	21	4.0
0	22	2.5
0	24	2.0
0	25	3.0
0	26	3.0
0	27	4.0
0	28	3.0
0	29	2.0
0	30	2.5
0	31	3.0
0	32	3.5
0	33	3.0
0	34	3.5
0	35	3.5
0	36	3.0
0	37	3.0
0	38	2.5
0	39	3.0
0	40	2.5
0	41	3.5
0	42	3.0
0	44	3.0
0	45	3.5
0	46	3.0
0	47	3.0
0	48	3.0
0	49	3.0
0	50	2.5
0	51	2.5
0	52	3.5
0	53	4.0
0	54	3.0
0	55	3.0
0	58	3.5
0	59	3.5
0	60	2.5
0	61	3.5
0	62	3.0
0	63	3.0
0	64	2.5
0	65	3.5
0	67	4.0
0	68	3.5
0	69	3.0
0	75	3.0
0	84	3.0
1	0	4.0
1	1	2.0
1	2	2.0
1	3	4.0
1	4	2.0
1	5	2.0
1	6	1.5
1	7	3.5
1	8	4.0
1	9	4.0
1	10	4.0
1	11	2.5
1	12	2.0
1	13	4.5
1	14	3.0
1	15	3.0
1	16	2.5
1	17	3.5
1	18	3.5
1	19	2.0
1	20	4.0
1	21	4.0
1	22	3.5
1	23	4.0
1	24	3.5
1	25	4.0
1	26	3.5
1	27	2.5
1	28	4.5
1	29	2.0
1	30	3.0
1	31	3.5
1	32	4.0
1	33	4.5
1	34	4.0
1	35	4.0
1	36	3.0
1	37	3.5
1	38	3.5
1	39	4.0
1	40	3.0
1	41	3.5
1	42	4.0
1	43	4.0
1	44	3.5
1	45	4.5
1	46	3.5
1	47	3.5
1	48	3.5
1	49	3.5
1	50	3.5
1	51	2.0
1	52	4.0
1	53	3.0
1	54	3.5
1	55	3.0
1	56	4.0
1	57	3.0
1	58	2.5
1	59	4.0
1	60	4.0
1	61	2.5
1	62	3.0
1	63	4.0
1	64	3.5
1	65	3.5
1	66	3.5
1	67	3.0
1	68	3.5
1	69	2.5
1	81	2.0
1	93	3.0
1	96	3.5
2	0	3.5
2	1	3.0
2	2	2.0
2	3	2.0
2	4	1.0
2	5	3.5
2	6	2.5
2	7	2.5
2	8	2.5
2	9	2.0
2	10	2.5
2	11	2.5
2	12	3.0
2	13	2.0
2	14	2.0
2	15	1.5
2	16	3.0
2	17	2.0
2	18	3.0
2	19	2.5
2	20	2.0
2	21	2.0
2	22	2.0
2	23	2.0
2	24	1.5
2	25	2.0
2	26	3.5
2	27	2.0
2	28	3.0
2	29	2.0
2	30	2.0
2	31	3.5
2	32	2.5
2	33	2.0
2	34	3.0
2	35	3.5
2	36	2.0
2	37	2.0
2	38	2.5
2	39	2.0
2	40	2.0
2	41	4.0
2	42	2.0
2	43	2.0
2	44	3.0
2	45	3.0
2	46	3.0
2	47	2.0
2	48	2.0
2	49	3.0
2	50	3.0
2	51	2.0
2	52	3.0
2	53	2.5
2	54	2.5
2	55	3.0
2	56	2.0
2	57	2.0
2	58	2.0
2	59	2.0
2	60	2.5
2	61	4.0
2	62	2.0
2	63	2.5
2	64	2.0
2	65	2.5
2	66	2.5
2	67	4.0
2	68	3.0
2	69	2.0
2	75	2.5
2	82	2.5
2	92	2.5
3	0	0.5
3	1	4.5
3	2	0.5
3	3	1.0
3	4	2.5
3	5	4.5
3	6	3.5
3	7	4.5
3	8	2.0
3	9	2.0
3	10	3.0
3	11	4.5
3	12	2.5
3	13	4.5
3	14	1.5
3	15	4.0
3	16	3.5
3	17	0.5
3	18	0.5
3	19	4.5
3	20	4.0
3	21	3.0
3	22	4.5
3	23	1.5
3	24	1.0
3	25	4.5
3	26	3.5
3	27	4.5
3	28	4.5
3	29	1.5
3	30	5.0
3	31	2.0
3	32	1.0
3	33	4.5
3	34	1.5
3	35	4.0
3	36	0.5
3	37	2.5
3	38	1.0
3	39	3.0
3	40	1.0
3	41	4.0
3	42	3.0
3	43	1.0
3	44	2.0
3	45	4.5
3	46	4.5
3	47	4.0
3	48	4.0
3	49	5.0
3	50	4.0
3	51	4.5
3	52	5.0
3	53	4.5
3	54	3.5
3	55	4.5
3	56	4.5
3	57	1.0
3	58	5.0
3	59	5.0
3	60	4.5
3	61	4.5
3	62	2.5
3	63	4.5
3	64	2.5
3	65	3.5
3	66	3.5
3	67	3.5
3	68	4.5
3	69	3.0
3	70	5.0
3	71	4.5
3	72	4.0
3	73	3.5
3	74	1.0
3	75	5.0
3	76	2.5
3	77	4.0
3	78	4.0
3	79	4.0
3	80	4.5
3	81	3.0
3	82	2.5
3	83	2.5
3	84	4.0
3	85	4.5
3	86	3.0
3	87	2.5
3	88	5.0
3	89	5.0
3	90	2.0
3	91	1.0
3	92	4.0
3	93	4.0
3	94	4.0
3	95	3.0
3	96	4.0
3	97	2.0
3	98	4.0
3	99	4.5
4	0	3.5
4	1	2.0
4	2	1.0
4	3	1.0
4	4	2.0
4	5	2.5
4	6	2.5
4	7	3.5
4	8	4.0
4	9	3.5
4	10	4.0
4	11	2.5
4	12	3.0
4	13	3.5
4	14	2.5
4	15	1.0
4	16	1.0
4	17	0.5
4	18	1.0
4	19	2.0
4	20	3.5
4	21	3.0
4	22	0.5
4	23	3.0
4	24	1.0
4	25	4.0
4	26	2.5
4	27	3.0
4	28	2.5
4	29	2.0
4	30	2.0
4	31	4.5
4	32	3.5
4	33	3.0
4	34	3.0
4	35	4.5
4	36	3.0
4	37	0.5
4	38	1.0
4	39	4.0
4	40	3.0
4	41	4.0
4	42	4.0
4	43	2.0
4	44	3.5
4	45	1.0
4	46	1.0
4	47	3.5
4	48	3.0
4	49	3.0
4	50	1.5
4	51	4.5
4	52	3.5
4	53	3.5
4	54	4.0
4	55	4.0
4	56	4.0
4	57	0.5
4	58	1.5
4	59	4.5
4	60	3.5
4	61	4.5
4	62	2.0
4	63	2.5
4	64	4.5
4	65	3.0
4	66	4.0
4	67	3.5
4	68	4.0
4	69	3.5
4	70	3.5
4	71	4.0
4	72	2.0
4	73	2.0
4	74	3.5
4	75	1.5
4	76	1.0
4	77	2.0
4	78	2.0
4	79	1.5
4	80	4.0
4	81	1.0
4	82	2.5
4	83	1.5
4	84	4.0
4	85	3.5
4	86	3.0
4	87	3.5
4	88	4.0
4	89	0.5
4	90	1.0
4	91	2.0
4	92	3.5
4	93	3.5
4	94	3.5
4	95	0.5
4	96	2.5
4	97	2.0
4	98	3.5
4	99	4.0
5	0	3.5
5	1	3.0
5	2	1.0
5	4	2.0
5	5	1.0
5	6	3.0
5	7	3.0
5	9	1.0
5	10	1.0
5	11	0.5
5	12	3.0
5	13	1.5
5	14	3.0
5	15	2.0
5	16	3.0
5	17	2.5
5	18	1.5
5	19	2.5
5	20	1.0
5	21	1.0
5	22	0.5
5	24	1.5
5	25	1.0
5	26	3.0
5	27	2.0
5	28	3.5
5	29	1.0
5	30	1.0
5	31	1.5
5	32	1.0
5	33	1.0
5	34	2.5
5	35	4.0
5	36	3.0
5	37	2.5
5	38	0.5
5	39	1.0
5	40	1.0
5	41	2.0
5	42	1.0
5	43	1.0
5	44	1.0
5	45	3.0
5	46	1.0
5	47	2.5
5	48	3.5
5	49	4.0
5	50	1.0
5	51	0.5
5	52	3.0
5	53	1.0
5	54	1.0
5	55	1.5
5	56	0.5
5	59	1.0
5	60	1.0
5	61	2.5
5	62	2.0
5	63	0.5
5	64	1.5
5	65	3.5
5	66	1.0
5	67	2.0
5	68	2.5
5	69	1.0
5	71	1.5
5	95	2.5
5	96	2.0
6	64	3.0
6	65	1.5
6	67	2.5
6	4	2.0
6	86	2.0
6	6	1.5
6	7	3.0
6	12	1.5
6	14	2.5
6	15	3.5
6	16	1.5
6	17	3.5
6	18	3.0
6	19	2.5
6	20	2.0
6	21	2.5
6	22	3.5
6	88	3.5
6	68	2.0
6	26	1.0
6	27	1.5
6	28	3.0
6	30	2.5
6	31	3.5
6	34	2.0
6	35	1.5
6	36	3.0
6	41	3.0
6	45	1.5
6	47	3.0
6	48	3.5
6	49	2.5
6	52	4.0
6	53	3.0
6	55	1.5
6	58	3.0
6	60	2.0
6	61	2.5
7	0	3.0
7	1	2.5
7	2	2.5
7	3	1.5
7	4	2.5
7	5	2.5
7	6	3.0
7	7	1.5
7	8	2.0
7	9	1.5
7	10	2.5
7	11	2.5
7	12	1.0
7	13	1.0
7	14	2.0
7	15	2.5
7	16	0.5
7	17	1.0
7	18	3.5
7	19	2.5
7	20	1.0
7	21	0.5
7	22	1.5
7	23	1.5
7	24	2.0
7	25	1.0
7	26	2.0
7	27	2.0
7	28	0.5
7	29	2.0
7	30	1.5
7	31	2.0
7	32	2.5
7	33	1.0
7	34	1.0
7	35	3.0
7	36	2.0
7	37	2.5
7	38	1.0
7	39	2.5
7	40	0.5
7	41	0.5
7	42	2.5
7	43	1.5
7	44	2.0
7	45	0.5
7	46	2.5
7	47	3.0
7	48	1.0
7	49	0.5
7	50	0.5
7	51	1.0
7	52	3.0
7	53	2.5
7	54	2.0
7	55	1.0
7	56	2.5
7	57	1.0
7	58	1.5
7	59	1.5
7	60	1.0
7	61	3.5
7	62	2.5
7	63	1.0
7	64	2.5
7	65	2.5
7	66	2.0
7	67	0.5
7	68	1.5
7	69	2.5
8	0	3.5
8	1	4.5
8	2	4.0
8	3	4.5
8	4	2.0
8	5	4.5
8	6	1.5
8	7	2.0
8	8	4.5
8	9	3.5
8	10	4.5
8	11	4.0
8	12	2.5
8	13	4.5
8	14	0.5
8	15	2.0
8	16	3.0
8	17	2.5
8	18	2.0
8	19	1.5
8	20	5.0
8	21	4.0
8	22	3.5
8	23	4.5
8	24	4.0
8	25	4.5
8	26	3.5
8	27	3.5
8	28	2.0
8	29	4.5
8	30	4.5
8	31	2.5
8	32	4.5
8	33	4.0
8	34	2.0
8	35	3.5
8	36	4.5
8	37	5.0
8	38	4.0
8	39	4.5
8	40	4.0
8	41	4.5
8	42	4.5
8	43	4.0
8	44	4.0
8	45	5.0
8	46	4.0
8	47	1.5
8	48	2.5
8	49	3.0
8	50	4.5
8	51	4.5
8	52	2.5
8	53	2.5
8	54	4.5
8	55	3.5
8	56	4.0
8	57	4.5
8	58	3.5
8	59	3.5
8	60	3.5
8	61	3.0
8	62	4.0
8	63	4.5
8	64	2.5
8	65	3.5
8	66	4.5
8	67	4.0
8	68	4.5
8	69	4.0
8	70	1.5
8	71	4.5
8	72	2.5
8	73	2.5
8	74	2.0
8	75	2.5
8	76	4.5
8	77	4.5
8	78	4.0
8	79	2.5
8	80	4.5
8	81	2.5
8	82	2.0
8	83	1.5
8	84	2.5
8	85	1.0
8	86	4.5
8	87	3.0
8	88	2.5
8	89	3.0
8	90	3.0
8	91	4.0
8	92	3.5
8	93	3.0
8	94	2.5
8	95	3.5
8	96	3.0
8	97	5.0
8	98	4.5
8	99	4.5
9	0	3.0
9	1	3.5
9	2	4.0
9	3	2.0
9	4	3.0
9	5	4.5
9	6	4.0
9	7	3.0
9	8	1.5
9	9	3.5
9	10	4.0
9	11	3.0
9	12	2.5
9	13	2.0
9	14	2.0
9	15	1.5
9	16	3.0
9	17	3.0
9	18	4.5
9	19	0.5
9	20	4.5
9	21	2.0
9	22	3.0
9	23	2.0
9	24	3.5
9	25	3.5
9	26	3.0
9	27	3.5
9	28	4.0
9	29	3.5
9	30	3.5
9	31	3.5
9	32	4.5
9	33	3.5
9	34	3.0
9	35	3.5
9	36	1.5
9	37	2.0
9	38	4.5
9	39	4.0
9	40	3.5
9	41	3.5
9	42	3.0
9	43	2.0
9	44	3.0
9	45	3.0
9	46	4.5
9	47	4.5
9	48	4.0
9	49	4.0
9	50	3.5
9	51	3.5
9	52	4.5
9	53	3.5
9	54	2.0
9	55	3.0
9	56	2.0
9	57	1.5
9	58	3.0
9	59	3.5
9	60	4.5
